g = [('a', -19), ('b', -20), ('a', 7), ('b', -19), ('a', -4), ('b', -10), ('a', 11), ('b', 20), ('a', 1), ('b', -1), ('a', -9), ('b', 7), ('a', -15), ('b', -15), ('a', 9), ('b', -15), ('a', 6), ('b', -9), ('a', -6), ('b', 10)] n=50, fixed words = 171803146192394079920121
g = [('b', 6), ('a', 2), ('b', -1), ('a', 4), ('b', -16), ('a', 16), ('b', -1), ('a', -11), ('b', 17), ('a', -1), ('b', -7), ('a', 14), ('b', 3), ('a', 1), ('b', -14), ('a', 3), ('b', 3), ('a', 18), ('b', 6), ('a', 7)] n=50, fixed words = 171803146192394079920121
g = [('b', 5), ('a', 19), ('b', -8), ('a', 17), ('b', 19), ('a', 2), ('b', -5), ('a', -18), ('b', -7), ('a', 11), ('b', -17), ('a', 6), ('b', -10), ('a', -2), ('b', 17), ('a', 9), ('b', 9), ('a', 11), ('b', 20), ('a', 15)] n=50, fixed words = 171803146192394079920121
g = [('a', 17), ('b', 16), ('a', 1), ('b', 16), ('a', 2), ('b', -4), ('a', -9), ('b', 15), ('a', 16), ('b', 10), ('a', 9), ('b', 4), ('a', 9), ('b', 17), ('a', 3), ('b', -8), ('a', 1), ('b', 1), ('a', -3), ('b', 14)] n=50, fixed words = 333479840499025937157753
g = [('b', 20), ('a', -14), ('b', 8), ('a', 10), ('b', -14), ('a', -14), ('b', -10), ('a', -16), ('b', -5), ('a', 9), ('b', -8), ('a', 14), ('b', -2), ('a', 4), ('b', 20), ('a', -9), ('b', 17), ('a', -13), ('b', 14), ('a', -1)] n=50, fixed words = 262610684191008930676419
g = [('a', -13), ('b', -20), ('a', 13), ('b', 19), ('a', -14), ('b', 7), ('a', 20), ('b', -14), ('a', 1), ('b', 11), ('a', 8), ('b', -5), ('a', -19), ('b', 14), ('a', -11), ('b', 20), ('a', -5), ('b', 18), ('a', -16), ('b', 17)] n=50, fixed words = 319824503572845865852593
g = [('a', 2), ('b', -3), ('a', 5), ('b', 10), ('a', -17), ('b', 3), ('a', 11), ('b', 12), ('a', -5), ('b', 8), ('a', 7), ('b', 2), ('a', 17), ('b', 4), ('a', -14), ('b', -10), ('a', -8), ('b', 6), ('a', -4), ('b', -15)] n=50, fixed words = 267504239640957273018342
g = [('a', -17), ('b', 16), ('a', 14), ('b', 12), ('a', 16), ('b', -6), ('a', 5), ('b', 20), ('a', 11), ('b', -8), ('a', 1), ('b', 12), ('a', -11), ('b', 19), ('a', -20), ('b', -18), ('a', -7), ('b', -7), ('a', -14), ('b', -6)] n=50, fixed words = 171803146192394079920121
g = [('a', -11), ('b', 3), ('a', -6), ('b', -3), ('a', -7), ('b', 14), ('a', -14), ('b', -5), ('a', 15), ('b', -5), ('a', -2), ('b', 18), ('a', 6), ('b', -17), ('a', -2), ('b', -16), ('a', -6), ('b', 15), ('a', 18), ('b', 20)] n=50, fixed words = 471964649539936379543460
g = [('a', -17), ('b', 12), ('a', -16), ('b', -20), ('a', -2), ('b', -20), ('a', -1), ('b', 20), ('a', 6), ('b', -7), ('a', 18), ('b', 17), ('a', 8), ('b', 16), ('a', 8), ('b', -6), ('a', 6), ('b', 14), ('a', 18), ('b', 6)] n=50, fixed words = 171803146192394079920121
g = [('b', -7), ('a', -15), ('b', 18), ('a', -8), ('b', -14), ('a', 5), ('b', -6), ('a', 15), ('b', 4), ('a', -18), ('b', -4), ('a', -7), ('b', 18), ('a', -4), ('b', -12), ('a', 15), ('b', -5), ('a', -8), ('b', 5), ('a', 15)] n=50, fixed words = 267480437834350474158456
g = [('b', -12), ('a', -20), ('b', 6), ('a', 16), ('b', 7), ('a', -5), ('b', 15), ('a', -10), ('b', -10), ('a', -16), ('b', 4), ('a', 19), ('b', -17), ('a', 7), ('b', -4), ('a', -5), ('b', 8), ('a', 1), ('b', -15), ('a', 19)] n=50, fixed words = 471640217615237652532308
g = [('b', -10), ('a', -16), ('b', -2), ('a', 11), ('b', -14), ('a', 13), ('b', 19), ('a', -10), ('b', 9), ('a', -18), ('b', 10), ('a', -12), ('b', -15), ('a', -17), ('b', 12), ('a', 3), ('b', -3), ('a', 13), ('b', -9), ('a', 14)] n=50, fixed words = 267530797590287060692665
g = [('a', -7), ('b', -14), ('a', -4), ('b', 7), ('a', 15), ('b', 10), ('a', 17), ('b', -15), ('a', 13), ('b', 3), ('a', -9), ('b', 12), ('a', -6), ('b', -2), ('a', 20), ('b', -1), ('a', -8), ('b', 9), ('a', 9), ('b', 15)] n=50, fixed words = 274227787970943450246639
g = [('b', -7), ('a', -16), ('b', -15), ('a', -7), ('b', -4), ('a', 8), ('b', 19), ('a', -8), ('b', 5), ('a', 16), ('b', -7), ('a', -20), ('b', 6), ('a', -1), ('b', 13), ('a', -1), ('b', 20), ('a', -13), ('b', -13), ('a', 18)] n=50, fixed words = 274271669986785010323570
g = [('b', 2), ('a', -11), ('b', -9), ('a', 8), ('b', 15), ('a', 18), ('b', -1), ('a', 9), ('b', 20), ('a', -9), ('b', 20), ('a', 13), ('b', 8), ('a', 18), ('b', -15), ('a', 10), ('b', -8), ('a', 15), ('b', 4), ('a', 7)] n=50, fixed words = 451661556002296563758061
g = [('b', 8), ('a', -7), ('b', -17), ('a', -1), ('b', 19), ('a', -10), ('b', 19), ('a', -9), ('b', -9), ('a', 2), ('b', 6), ('a', -15), ('b', -15), ('a', -17), ('b', -18), ('a', 16), ('b', -7), ('a', -3), ('b', 3), ('a', -12)] n=50, fixed words = 171803146192394079920121
g = [('b', 3), ('a', 3), ('b', -16), ('a', -7), ('b', -3), ('a', -8), ('b', -7), ('a', -11), ('b', -13), ('a', 16), ('b', -19), ('a', 5), ('b', 15), ('a', 4), ('b', 1), ('a', -15), ('b', 17), ('a', -6), ('b', -17), ('a', -17)] n=50, fixed words = 467906486654978232504444
g = [('a', 7), ('b', 13), ('a', -4), ('b', 5), ('a', -18), ('b', 10), ('a', -5), ('b', 16), ('a', -4), ('b', 11), ('a', 12), ('b', 11), ('a', 17), ('b', -7), ('a', -20), ('b', 5), ('a', 18), ('b', 8), ('a', 20), ('b', -2)] n=50, fixed words = 171803146192394079920121
g = [('b', -2), ('a', -4), ('b', -16), ('a', 1), ('b', 12), ('a', 8), ('b', 20), ('a', 3), ('b', 17), ('a', -20), ('b', 17), ('a', -3), ('b', -9), ('a', -1), ('b', -11), ('a', -17), ('b', -8), ('a', 10), ('b', 19), ('a', -9)] n=50, fixed words = 262610684191008930676419
g = [('a', 3), ('b', 13), ('a', 4), ('b', -5), ('a', -13), ('b', -19), ('a', -16), ('b', 10), ('a', -18), ('b', 16), ('a', -13), ('b', 12), ('a', 3), ('b', -19), ('a', -6), ('b', -20), ('a', 4), ('b', 8), ('a', -4), ('b', 2)] n=50, fixed words = 171803146192394079920121
g = [('b', 19), ('a', 6), ('b', -5), ('a', 16), ('b', 8), ('a', -4), ('b', 6), ('a', -2), ('b', 11), ('a', 2), ('b', 11), ('a', 13), ('b', -12), ('a', 10), ('b', 3), ('a', -19), ('b', 3), ('a', -13), ('b', -13), ('a', 17)] n=50, fixed words = 171803146192394079920121
g = [('b', 18), ('a', 8), ('b', -13), ('a', 4), ('b', -13), ('a', -17), ('b', 1), ('a', 17), ('b', 15), ('a', 9), ('b', 1), ('a', 20), ('b', 19), ('a', 4), ('b', -11), ('a', 20), ('b', -3), ('a', -4), ('b', 4), ('a', 13)] n=50, fixed words = 306993554026594835977953
g = [('b', -14), ('a', 18), ('b', 10), ('a', -13), ('b', -14), ('a', -4), ('b', -11), ('a', 16), ('b', -12), ('a', -15), ('b', 13), ('a', -19), ('b', 6), ('a', -4), ('b', -12), ('a', 14), ('b', -7), ('a', -5), ('b', -15), ('a', 9)] n=50, fixed words = 262610684191008930676419
g = [('b', -16), ('a', 14), ('b', 19), ('a', 11), ('b', -8), ('a', -2), ('b', 8), ('a', -13), ('b', 12), ('a', -18), ('b', 20), ('a', 7), ('b', 5), ('a', -6), ('b', -4), ('a', -8), ('b', -16), ('a', -12), ('b', -7), ('a', -18)] n=50, fixed words = 315715291509069072327321
g = [('b', -17), ('a', 4), ('b', -15), ('a', -1), ('b', 12), ('a', 5), ('b', -13), ('a', 8), ('b', -16), ('a', -2), ('b', 4), ('a', -1), ('b', 11), ('a', -16), ('b', -2), ('a', -11), ('b', -4), ('a', 4), ('b', 12), ('a', -13)] n=50, fixed words = 171803146192394079920121
g = [('b', 7), ('a', 12), ('b', 5), ('a', -10), ('b', -6), ('a', 11), ('b', -11), ('a', -9), ('b', 19), ('a', -14), ('b', 1), ('a', -17), ('b', 1), ('a', -5), ('b', 5), ('a', 11), ('b', -11), ('a', 4), ('b', -9), ('a', 12)] n=50, fixed words = 171803146192394079920121
g = [('a', 4), ('b', -13), ('a', -2), ('b', -15), ('a', 20), ('b', 11), ('a', 17), ('b', -7), ('a', -3), ('b', 4), ('a', -18), ('b', 13), ('a', -11), ('b', 14), ('a', 20), ('b', -8), ('a', 7), ('b', 13), ('a', -20), ('b', 4)] n=50, fixed words = 171803146192394079920121
g = [('a', -1), ('b', -11), ('a', 15), ('b', -11), ('a', 12), ('b', 9), ('a', 20), ('b', 6), ('a', 6), ('b', 15), ('a', -17), ('b', -18), ('a', -16), ('b', 16), ('a', 18), ('b', 7), ('a', 3), ('b', 6), ('a', -11), ('b', 3)] n=50, fixed words = 171803146192394079920121
g = [('b', 17), ('a', -18), ('b', 7), ('a', 13), ('b', -4), ('a', -20), ('b', -20), ('a', -11), ('b', -14), ('a', -9), ('b', -15), ('a', -18), ('b', -18), ('a', -19), ('b', -11), ('a', -4), ('b', 19), ('a', 7), ('b', 8), ('a', 2)] n=50, fixed words = 171803146192394079920121
g = [('a', -8), ('b', -16), ('a', 17), ('b', 13), ('a', 16), ('b', -13), ('a', -3), ('b', 13), ('a', 4), ('b', 13), ('a', -13), ('b', 4), ('a', 10), ('b', 18), ('a', 2), ('b', 10), ('a', -20), ('b', -11), ('a', -9), ('b', 1)] n=50, fixed words = 171803146192394079920121
g = [('a', 5), ('b', 14), ('a', 3), ('b', -17), ('a', -4), ('b', -12), ('a', -10), ('b', -20), ('a', 11), ('b', 13), ('a', -14), ('b', 9), ('a', -11), ('b', -18), ('a', 1), ('b', -17), ('a', 3), ('b', -5), ('a', -1), ('b', -17)] n=50, fixed words = 171803146192394079920121
g = [('b', -11), ('a', -18), ('b', 13), ('a', -20), ('b', -5), ('a', -1), ('b', 5), ('a', 11), ('b', -18), ('a', 9), ('b', 6), ('a', -7), ('b', -5), ('a', 7), ('b', -20), ('a', 2), ('b', 13), ('a', 11), ('b', -15), ('a', 6)] n=50, fixed words = 335679872738238047616282
g = [('a', 5), ('b', -1), ('a', 2), ('b', -20), ('a', 17), ('b', -6), ('a', 5), ('b', 12), ('a', 12), ('b', 16), ('a', 3), ('b', -19), ('a', -5), ('b', 6), ('a', 9), ('b', -2), ('a', 7), ('b', 16), ('a', -19), ('b', 14)] n=50, fixed words = 310341235191783162083568
g = [('b', 7), ('a', 10), ('b', -1), ('a', -15), ('b', 4), ('a', -10), ('b', -2), ('a', 10), ('b', -14), ('a', 7), ('b', 5), ('a', -4), ('b', -8), ('a', -13), ('b', -11), ('a', 15), ('b', -5), ('a', 3), ('b', 10), ('a', 13)] n=50, fixed words = 274401833307230649981105
g = [('b', -13), ('a', 8), ('b', 17), ('a', 6), ('b', 16), ('a', 5), ('b', 8), ('a', 13), ('b', -16), ('a', -1), ('b', 9), ('a', -7), ('b', -6), ('a', 1), ('b', 20), ('a', 19), ('b', 6), ('a', 9), ('b', 14), ('a', 1)] n=50, fixed words = 321692842764408684004848
g = [('a', 12), ('b', -14), ('a', -5), ('b', 18), ('a', -18), ('b', -11), ('a', 17), ('b', 9), ('a', 11), ('b', 1), ('a', 14), ('b', -3), ('a', -11), ('b', -8), ('a', 8), ('b', 12), ('a', 7), ('b', 8), ('a', -11), ('b', 3)] n=50, fixed words = 393421777239666057503481
g = [('b', 8), ('a', -10), ('b', 12), ('a', 10), ('b', 4), ('a', -5), ('b', 1), ('a', 19), ('b', 5), ('a', 9), ('b', 9), ('a', -4), ('b', 6), ('a', 18), ('b', 9), ('a', -7), ('b', 10), ('a', -4), ('b', 18), ('a', 20)] n=50, fixed words = 171803146192394079920121
g = [('a', -19), ('b', -17), ('a', 15), ('b', -20), ('a', -2), ('b', 9), ('a', -9), ('b', 5), ('a', -10), ('b', -20), ('a', -20), ('b', 20), ('a', -8), ('b', 4), ('a', 9), ('b', 17), ('a', -13), ('b', -9), ('a', 7), ('b', 6)] n=50, fixed words = 171803146192394079920121
g = [('a', -5), ('b', -11), ('a', 8), ('b', 5), ('a', -13), ('b', -6), ('a', -1), ('b', -14), ('a', 5), ('b', -14), ('a', -1), ('b', -18), ('a', -1), ('b', 16), ('a', 19), ('b', 5), ('a', -4), ('b', -16), ('a', 2), ('b', -18)] n=50, fixed words = 315068832118854268518267
g = [('a', -15), ('b', 15), ('a', 10), ('b', -4), ('a', 11), ('b', -7), ('a', 12), ('b', -9), ('a', -9), ('b', -1), ('a', -2), ('b', 16), ('a', -9), ('b', -5), ('a', -17), ('b', -13), ('a', -3), ('b', -1), ('a', -10), ('b', -6)] n=50, fixed words = 274412800556935718291685
g = [('b', 4), ('a', 7), ('b', -10), ('a', -1), ('b', 2), ('a', 4), ('b', 1), ('a', 7), ('b', -1), ('a', 11), ('b', 19), ('a', -1), ('b', 11), ('a', 19), ('b', -6), ('a', 11), ('b', 10), ('a', 17), ('b', -8), ('a', 11)] n=50, fixed words = 171803146192394079920121
g = [('b', 10), ('a', 18), ('b', 4), ('a', -8), ('b', 14), ('a', 20), ('b', 8), ('a', 4), ('b', -10), ('a', 20), ('b', -12), ('a', 1), ('b', -7), ('a', -12), ('b', 14), ('a', -6), ('b', -8), ('a', -7), ('b', -11), ('a', 4)] n=50, fixed words = 171803146192394079920121
g = [('a', -8), ('b', 19), ('a', 3), ('b', 4), ('a', 20), ('b', -12), ('a', 20), ('b', 14), ('a', 7), ('b', -2), ('a', 15), ('b', 3), ('a', 1), ('b', 3), ('a', -20), ('b', -7), ('a', -12), ('b', -14), ('a', -8), ('b', -12)] n=50, fixed words = 305357235173688034877706
g = [('a', -20), ('b', 1), ('a', -6), ('b', 17), ('a', -12), ('b', -12), ('a', -10), ('b', -20), ('a', 1), ('b', 7), ('a', 12), ('b', 19), ('a', -9), ('b', -8), ('a', 8), ('b', 8), ('a', -20), ('b', 9), ('a', 17), ('b', -12)] n=50, fixed words = 506955910914071897423832
g = [('a', -11), ('b', 20), ('a', 20), ('b', -17), ('a', -1), ('b', 17), ('a', 2), ('b', -14), ('a', 9), ('b', -7), ('a', -10), ('b', -12), ('a', 14), ('b', -20), ('a', 10), ('b', -10), ('a', 19), ('b', -12), ('a', 1), ('b', 14)] n=50, fixed words = 171803146192394079920121
g = [('a', -14), ('b', 20), ('a', -14), ('b', 19), ('a', 18), ('b', 1), ('a', -4), ('b', -9), ('a', 17), ('b', 2), ('a', 20), ('b', 16), ('a', 11), ('b', -1), ('a', 1), ('b', -8), ('a', 1), ('b', -14), ('a', 7), ('b', 18)] n=50, fixed words = 171803146192394079920121
g = [('b', 15), ('a', -20), ('b', 14), ('a', -13), ('b', 2), ('a', 11), ('b', 5), ('a', 4), ('b', -17), ('a', -11), ('b', -14), ('a', 20), ('b', -16), ('a', -7), ('b', -17), ('a', 8), ('b', 1), ('a', -20), ('b', 16), ('a', 6)] n=50, fixed words = 171803146192394079920121
g = [('a', 10), ('b', 4), ('a', 14), ('b', 2), ('a', -16), ('b', -7), ('a', 11), ('b', -18), ('a', 12), ('b', -4), ('a', -8), ('b', 14), ('a', -19), ('b', -1), ('a', 14), ('b', 3), ('a', -11), ('b', 20), ('a', -18), ('b', -19)] n=50, fixed words = 267596133756937012720224
g = [('a', -19), ('b', 18), ('a', 16), ('b', 2), ('a', -3), ('b', 20), ('a', -8), ('b', 19), ('a', 13), ('b', -12), ('a', 5), ('b', 16), ('a', 15), ('b', -1), ('a', -3), ('b', 6), ('a', -6), ('b', -11), ('a', 8), ('b', -20)] n=50, fixed words = 308264776582444004760048
g = [('a', -11), ('b', 10), ('a', -5), ('b', -1), ('a', 17), ('b', -1), ('a', 2), ('b', 18), ('a', 18), ('b', 19), ('a', -13), ('b', -15), ('a', -13), ('b', -17), ('a', 10), ('b', 18), ('a', 15), ('b', 13), ('a', -14), ('b', -16)] n=50, fixed words = 272517085251391890742713
g = [('b', -18), ('a', 7), ('b', -14), ('a', 17), ('b', 4), ('a', 4), ('b', 10), ('a', -14), ('b', 13), ('a', -6), ('b', -11), ('a', -20), ('b', -6), ('a', 8), ('b', 8), ('a', 3), ('b', 16), ('a', -1), ('b', 10), ('a', 13)] n=50, fixed words = 274300218925897082645034
g = [('a', -17), ('b', 18), ('a', -6), ('b', -7), ('a', 12), ('b', 1), ('a', 15), ('b', 10), ('a', -17), ('b', 14), ('a', 15), ('b', 3), ('a', -5), ('b', 18), ('a', -17), ('b', -5), ('a', 15), ('b', -9), ('a', -5), ('b', -15)] n=50, fixed words = 171803146192394079920121
g = [('b', -15), ('a', 18), ('b', 11), ('a', 6), ('b', -14), ('a', -20), ('b', -17), ('a', -19), ('b', -4), ('a', -6), ('b', -14), ('a', -4), ('b', -19), ('a', 16), ('b', -12), ('a', -20), ('b', -2), ('a', 8), ('b', 1), ('a', -17)] n=50, fixed words = 171803146192394079920121
g = [('a', -8), ('b', -14), ('a', -9), ('b', 2), ('a', 5), ('b', -11), ('a', 14), ('b', 4), ('a', 14), ('b', -8), ('a', -1), ('b', 11), ('a', -1), ('b', -15), ('a', -16), ('b', -10), ('a', 20), ('b', 9), ('a', -16), ('b', -9)] n=50, fixed words = 171803146192394079920121
g = [('a', -15), ('b', 11), ('a', -17), ('b', 2), ('a', 12), ('b', -5), ('a', 3), ('b', 10), ('a', -1), ('b', 14), ('a', -14), ('b', 6), ('a', 17), ('b', -12), ('a', 5), ('b', 9), ('a', 14), ('b', -3), ('a', -15), ('b', -12)] n=50, fixed words = 171803146192394079920121
g = [('b', -9), ('a', -14), ('b', 9), ('a', -12), ('b', -11), ('a', 15), ('b', 18), ('a', 18), ('b', 10), ('a', -9), ('b', 7), ('a', 19), ('b', -6), ('a', -10), ('b', 11), ('a', 6), ('b', -17), ('a', 2), ('b', -13), ('a', 13)] n=50, fixed words = 171803146192394079920121
g = [('a', 17), ('b', -5), ('a', -15), ('b', 14), ('a', 6), ('b', -4), ('a', 1), ('b', 15), ('a', 9), ('b', -16), ('a', -14), ('b', -1), ('a', -19), ('b', -18), ('a', 5), ('b', -15), ('a', -9), ('b', 8), ('a', 19), ('b', -6)] n=50, fixed words = 328860296158529177179182
g = [('b', -19), ('a', -12), ('b', 15), ('a', -17), ('b', 12), ('a', 19), ('b', 19), ('a', 2), ('b', -1), ('a', 8), ('b', 20), ('a', 14), ('b', 6), ('a', -14), ('b', 13), ('a', -12), ('b', -5), ('a', 19), ('b', -17), ('a', 1)] n=50, fixed words = 171803146192394079920121
g = [('a', 1), ('b', -1), ('a', -4), ('b', 1), ('a', -3), ('b', -4), ('a', 6), ('b', -7), ('a', 20), ('b', -12), ('a', -16), ('b', 14), ('a', 11), ('b', -8), ('a', -15), ('b', -7), ('a', 5), ('b', -16), ('a', -17), ('b', -9)] n=50, fixed words = 262610684191008930676419
g = [('a', 1), ('b', 11), ('a', 16), ('b', -20), ('a', -13), ('b', -1), ('a', -19), ('b', -10), ('a', 11), ('b', 17), ('a', -12), ('b', 17), ('a', 9), ('b', 9), ('a', 19), ('b', -7), ('a', 12), ('b', -7), ('a', 11), ('b', -9)] n=50, fixed words = 328434957178856415995445
g = [('b', 15), ('a', -19), ('b', 6), ('a', 19), ('b', 10), ('a', -19), ('b', -3), ('a', -3), ('b', -10), ('a', 20), ('b', -1), ('a', -13), ('b', -14), ('a', -12), ('b', 9), ('a', -8), ('b', -15), ('a', -6), ('b', -4), ('a', -12)] n=50, fixed words = 171803146192394079920121
g = [('b', 8), ('a', -4), ('b', -19), ('a', 12), ('b', 20), ('a', -6), ('b', -10), ('a', -11), ('b', -19), ('a', 3), ('b', 7), ('a', -7), ('b', 19), ('a', 13), ('b', 4), ('a', -4), ('b', 11), ('a', 7), ('b', -2), ('a', -6)] n=50, fixed words = 275330663577939725814267
g = [('b', -12), ('a', 19), ('b', 3), ('a', -9), ('b', -6), ('a', 19), ('b', 20), ('a', -18), ('b', -4), ('a', 19), ('b', -3), ('a', 11), ('b', -5), ('a', -5), ('b', -1), ('a', 3), ('b', 12), ('a', 6), ('b', -17), ('a', 9)] n=50, fixed words = 331946404356333940016643
g = [('b', 8), ('a', 17), ('b', -14), ('a', -8), ('b', 11), ('a', 13), ('b', 16), ('a', -15), ('b', -12), ('a', -14), ('b', -6), ('a', -14), ('b', -3), ('a', -4), ('b', -14), ('a', -1), ('b', -4), ('a', -12), ('b', 18), ('a', 9)] n=50, fixed words = 334468552953720372192333
g = [('b', -16), ('a', -4), ('b', -3), ('a', 12), ('b', -4), ('a', -8), ('b', -15), ('a', 13), ('b', 8), ('a', -10), ('b', 2), ('a', -17), ('b', 2), ('a', -13), ('b', 20), ('a', -7), ('b', 2), ('a', -10), ('b', 14), ('a', -20)] n=50, fixed words = 171803146192394079920121
g = [('a', -18), ('b', 20), ('a', 6), ('b', 2), ('a', 13), ('b', 5), ('a', -17), ('b', 14), ('a', -10), ('b', 10), ('a', -2), ('b', 10), ('a', 14), ('b', 12), ('a', 4), ('b', -15), ('a', -6), ('b', 13), ('a', 16), ('b', 17)] n=50, fixed words = 344518463303599626109143
g = [('b', -11), ('a', -8), ('b', -3), ('a', -20), ('b', 10), ('a', -14), ('b', 17), ('a', 6), ('b', -19), ('a', -12), ('b', -6), ('a', 2), ('b', -5), ('a', -17), ('b', 8), ('a', 12), ('b', 3), ('a', -6), ('b', -11), ('a', 1)] n=50, fixed words = 171803146192394079920121
g = [('b', 4), ('a', 6), ('b', 19), ('a', -17), ('b', 10), ('a', -2), ('b', -1), ('a', 17), ('b', 9), ('a', -19), ('b', 4), ('a', 14), ('b', 20), ('a', 10), ('b', 15), ('a', -12), ('b', -19), ('a', 16), ('b', -16), ('a', -16)] n=50, fixed words = 465225827806142603848161
g = [('b', 20), ('a', -18), ('b', -18), ('a', 8), ('b', 10), ('a', 17), ('b', -16), ('a', 12), ('b', -9), ('a', 4), ('b', 5), ('a', -6), ('b', 7), ('a', 1), ('b', 17), ('a', 19), ('b', 14), ('a', -16), ('b', 15), ('a', 11)] n=50, fixed words = 310021235007131166823737
g = [('b', 5), ('a', 11), ('b', 1), ('a', 18), ('b', -17), ('a', 16), ('b', -9), ('a', 13), ('b', 3), ('a', 4), ('b', 7), ('a', 3), ('b', 2), ('a', -13), ('b', -5), ('a', 9), ('b', -16), ('a', 11), ('b', 5), ('a', 10)] n=50, fixed words = 262610684191008930676419
g = [('a', 8), ('b', -18), ('a', 10), ('b', -6), ('a', 9), ('b', -15), ('a', -13), ('b', -4), ('a', 12), ('b', 4), ('a', -1), ('b', -9), ('a', -11), ('b', 20), ('a', 16), ('b', 6), ('a', 3), ('b', 13), ('a', 3), ('b', 18)] n=50, fixed words = 544287572362042634684439
g = [('a', 15), ('b', -15), ('a', 11), ('b', 4), ('a', -10), ('b', -8), ('a', 7), ('b', -19), ('a', -1), ('b', 4), ('a', 13), ('b', -5), ('a', 11), ('b', 15), ('a', -17), ('b', -12), ('a', 20), ('b', -1), ('a', 5), ('b', 2)] n=50, fixed words = 320903323975521645313428
g = [('b', 7), ('a', -16), ('b', 2), ('a', 19), ('b', -3), ('a', -11), ('b', -5), ('a', -2), ('b', -18), ('a', 16), ('b', -13), ('a', 10), ('b', -14), ('a', -15), ('b', 11), ('a', -6), ('b', 2), ('a', -16), ('b', 18), ('a', 5)] n=50, fixed words = 171803146192394079920121
g = [('b', -12), ('a', -2), ('b', 13), ('a', -15), ('b', 18), ('a', 9), ('b', -11), ('a', -1), ('b', -18), ('a', 12), ('b', -12), ('a', 11), ('b', -14), ('a', 20), ('b', 12), ('a', 11), ('b', -1), ('a', 2), ('b', 2), ('a', 11)] n=50, fixed words = 171803146192394079920121
g = [('b', 6), ('a', -8), ('b', -11), ('a', 1), ('b', 5), ('a', -19), ('b', 6), ('a', -18), ('b', -11), ('a', -9), ('b', 3), ('a', -17), ('b', -3), ('a', 12), ('b', 5), ('a', -20), ('b', -8), ('a', 6), ('b', -14), ('a', -8)] n=50, fixed words = 171803146192394079920121
g = [('b', 5), ('a', -3), ('b', 1), ('a', -15), ('b', 8), ('a', -2), ('b', -3), ('a', -13), ('b', 19), ('a', 5), ('b', -5), ('a', 8), ('b', -13), ('a', 6), ('b', 19), ('a', 2), ('b', 4), ('a', 10), ('b', -17), ('a', 20)] n=50, fixed words = 518628389525875934283087
g = [('a', -19), ('b', 6), ('a', -9), ('b', -13), ('a', -2), ('b', -2), ('a', 18), ('b', 5), ('a', -18), ('b', -7), ('a', -16), ('b', -13), ('a', -19), ('b', 18), ('a', -19), ('b', -20), ('a', -2), ('b', -6), ('a', -4), ('b', 9)] n=50, fixed words = 318521753601074966359053
g = [('b', 16), ('a', 17), ('b', -3), ('a', 2), ('b', -15), ('a', 12), ('b', 5), ('a', 19), ('b', 7), ('a', 17), ('b', 14), ('a', -15), ('b', 13), ('a', 6), ('b', 14), ('a', 13), ('b', 15), ('a', 13), ('b', -20), ('a', -14)] n=50, fixed words = 171803146192394079920121
g = [('a', 13), ('b', 4), ('a', -15), ('b', 4), ('a', -13), ('b', -14), ('a', 7), ('b', -19), ('a', -2), ('b', 6), ('a', 10), ('b', 19), ('a', -6), ('b', -7), ('a', -19), ('b', 18), ('a', 11), ('b', -9), ('a', -3), ('b', 15)] n=50, fixed words = 171803146192394079920121
g = [('b', -1), ('a', 19), ('b', 5), ('a', 3), ('b', 3), ('a', 3), ('b', 8), ('a', -14), ('b', -2), ('a', -4), ('b', -9), ('a', -19), ('b', 12), ('a', 6), ('b', -12), ('a', 8), ('b', 8), ('a', 2), ('b', 4), ('a', -13)] n=50, fixed words = 308258754487327558821456
g = [('b', 20), ('a', 1), ('b', 4), ('a', 15), ('b', 6), ('a', 20), ('b', -13), ('a', 18), ('b', -15), ('a', -5), ('b', 16), ('a', -15), ('b', -1), ('a', 15), ('b', 16), ('a', -8), ('b', 17), ('a', -19), ('b', 17), ('a', 8)] n=50, fixed words = 262610684191008930676419
g = [('b', 15), ('a', 4), ('b', 3), ('a', -3), ('b', -7), ('a', -13), ('b', 9), ('a', -17), ('b', 2), ('a', -10), ('b', -16), ('a', -16), ('b', -6), ('a', 20), ('b', 15), ('a', 12), ('b', -13), ('a', -4), ('b', -11), ('a', 7)] n=50, fixed words = 311490591813693180471690
