g = [('b', -5), ('a', -14), ('b', -14), ('a', -11), ('b', 18), ('a', 11), ('b', 1), ('a', -19), ('b', 10), ('a', -15), ('b', -13), ('a', 16), ('b', -3), ('a', -1), ('b', 2), ('a', 19), ('b', 18), ('a', -18), ('b', -17), ('a', -15)] n=25, fixed words = 526392385506
g = [('b', -9), ('a', 5), ('b', -17), ('a', -18), ('b', -1), ('a', -3), ('b', -14), ('a', 1), ('b', 8), ('a', -7), ('b', 3), ('a', 17), ('b', -5), ('a', -14), ('b', -3), ('a', 2), ('b', -17), ('a', 3), ('b', 7), ('a', -10)] n=25, fixed words = 655477416747
g = [('b', 5), ('a', 17), ('b', -20), ('a', -13), ('b', -11), ('a', -4), ('b', -8), ('a', 4), ('b', -12), ('a', 12), ('b', 2), ('a', -6), ('b', 2), ('a', 10), ('b', -1), ('a', 16), ('b', 18), ('a', -11), ('b', -10), ('a', 20)] n=25, fixed words = 573885879093
g = [('a', -16), ('b', 20), ('a', -6), ('b', -13), ('a', 8), ('b', -15), ('a', 19), ('b', 4), ('a', -12), ('b', -8), ('a', -11), ('b', 16), ('a', -7), ('b', 6), ('a', 18), ('b', -17), ('a', 18), ('b', -2), ('a', -12), ('b', 2)] n=25, fixed words = 424690543179
g = [('b', 15), ('a', 17), ('b', 18), ('a', -5), ('b', -4), ('a', 12), ('b', -8), ('a', 1), ('b', -5), ('a', 12), ('b', 13), ('a', 14), ('b', 20), ('a', 8), ('b', -20), ('a', -15), ('b', -6), ('a', 1), ('b', 3), ('a', -3)] n=25, fixed words = 526392385506
g = [('a', 14), ('b', -16), ('a', -14), ('b', -3), ('a', -11), ('b', 11), ('a', -20), ('b', 8), ('a', -18), ('b', -13), ('a', -2), ('b', 1), ('a', -20), ('b', -12), ('a', 5), ('b', 19), ('a', -14), ('b', 8), ('a', -16), ('b', 13)] n=25, fixed words = 535211526996
g = [('a', 18), ('b', -16), ('a', 8), ('b', 10), ('a', -18), ('b', 3), ('a', 8), ('b', -19), ('a', 13), ('b', -13), ('a', -12), ('b', -9), ('a', -11), ('b', 18), ('a', 10), ('b', 2), ('a', 17), ('b', 15), ('a', -16), ('b', 20)] n=25, fixed words = 424690543179
g = [('a', -5), ('b', -15), ('a', -5), ('b', 17), ('a', -4), ('b', -19), ('a', 14), ('b', 19), ('a', -2), ('b', -5), ('a', -8), ('b', -5), ('a', -10), ('b', 18), ('a', -9), ('b', -18), ('a', 2), ('b', 14), ('a', -1), ('b', -20)] n=25, fixed words = 424690543179
g = [('a', -5), ('b', 16), ('a', 2), ('b', -18), ('a', -17), ('b', 7), ('a', 7), ('b', 12), ('a', 11), ('b', 4), ('a', 5), ('b', -7), ('a', -1), ('b', -2), ('a', 9), ('b', 19), ('a', -8), ('b', -19), ('a', 14), ('b', -5)] n=25, fixed words = 424690543179
g = [('a', 3), ('b', -3), ('a', -20), ('b', -4), ('a', 12), ('b', -5), ('a', 16), ('b', 3), ('a', 15), ('b', -1), ('a', 17), ('b', 11), ('a', -20), ('b', 16), ('a', 4), ('b', -14), ('a', -10), ('b', -18), ('a', -16), ('b', 18)] n=25, fixed words = 535334861403
g = [('b', -19), ('a', 4), ('b', -9), ('a', 13), ('b', 6), ('a', 11), ('b', -6), ('a', 6), ('b', -18), ('a', -11), ('b', -6), ('a', 9), ('b', 15), ('a', -13), ('b', 18), ('a', 7), ('b', 4), ('a', -2), ('b', -13), ('a', 11)] n=25, fixed words = 424690543179
g = [('b', 13), ('a', -11), ('b', -10), ('a', -7), ('b', 7), ('a', 12), ('b', -5), ('a', -11), ('b', 13), ('a', -6), ('b', 20), ('a', 7), ('b', 19), ('a', -12), ('b', -18), ('a', -8), ('b', 1), ('a', -18), ('b', -3), ('a', 12)] n=25, fixed words = 526392385506
g = [('a', 7), ('b', -6), ('a', 11), ('b', 7), ('a', -19), ('b', -18), ('a', -18), ('b', -3), ('a', -7), ('b', 5), ('a', 16), ('b', 20), ('a', 17), ('b', 8), ('a', 19), ('b', 15), ('a', 6), ('b', -10), ('a', 19), ('b', 4)] n=25, fixed words = 526392385506
g = [('a', -10), ('b', 3), ('a', 10), ('b', -15), ('a', -10), ('b', 20), ('a', -6), ('b', 7), ('a', -12), ('b', 20), ('a', -6), ('b', -20), ('a', -20), ('b', 18), ('a', -11), ('b', 15), ('a', 14), ('b', -16), ('a', -4), ('b', 12)] n=25, fixed words = 424690543179
g = [('b', 18), ('a', 4), ('b', -3), ('a', 4), ('b', -19), ('a', -17), ('b', 11), ('a', -14), ('b', 4), ('a', -9), ('b', 12), ('a', 10), ('b', -15), ('a', -9), ('b', 3), ('a', 9), ('b', -13), ('a', -13), ('b', -7), ('a', -1)] n=25, fixed words = 751719869901
g = [('a', -19), ('b', 19), ('a', 18), ('b', -19), ('a', -19), ('b', 4), ('a', -1), ('b', 8), ('a', -6), ('b', -6), ('a', -2), ('b', -13), ('a', -20), ('b', 18), ('a', 2), ('b', -10), ('a', -17), ('b', -18), ('a', 18), ('b', 9)] n=25, fixed words = 424690543179
g = [('a', 13), ('b', -18), ('a', -8), ('b', -17), ('a', -17), ('b', -4), ('a', -4), ('b', -11), ('a', -14), ('b', -8), ('a', -7), ('b', -5), ('a', -11), ('b', -7), ('a', -3), ('b', -6), ('a', 1), ('b', -15), ('a', 9), ('b', 7)] n=25, fixed words = 533024494272
g = [('b', -8), ('a', 3), ('b', 1), ('a', 3), ('b', 10), ('a', 20), ('b', -14), ('a', -17), ('b', 17), ('a', -4), ('b', 7), ('a', 9), ('b', 19), ('a', 7), ('b', -12), ('a', -6), ('b', 3), ('a', -4), ('b', -16), ('a', 8)] n=25, fixed words = 424690543179
g = [('a', -19), ('b', -11), ('a', -13), ('b', 20), ('a', -2), ('b', 4), ('a', 8), ('b', -13), ('a', -2), ('b', -6), ('a', -7), ('b', -16), ('a', -18), ('b', 14), ('a', -8), ('b', -4), ('a', 19), ('b', -8), ('a', -9), ('b', -15)] n=25, fixed words = 526392385506
g = [('b', 19), ('a', -20), ('b', 3), ('a', 12), ('b', -17), ('a', 19), ('b', 18), ('a', 9), ('b', -18), ('a', 17), ('b', -9), ('a', 5), ('b', -8), ('a', -13), ('b', -16), ('a', -12), ('b', -5), ('a', 13), ('b', -14), ('a', 6)] n=25, fixed words = 573724496475
g = [('a', -1), ('b', -12), ('a', 10), ('b', -16), ('a', 6), ('b', 6), ('a', 11), ('b', 6), ('a', 14), ('b', -7), ('a', -17), ('b', 12), ('a', -15), ('b', 2), ('a', 15), ('b', 13), ('a', 16), ('b', 18), ('a', -18), ('b', -12)] n=25, fixed words = 530823932442
g = [('a', -20), ('b', 7), ('a', 9), ('b', 19), ('a', 11), ('b', -2), ('a', -7), ('b', -4), ('a', 20), ('b', 17), ('a', -17), ('b', 20), ('a', -4), ('b', 17), ('a', -20), ('b', -9), ('a', -3), ('b', -8), ('a', -1), ('b', 9)] n=25, fixed words = 526392385506
g = [('b', -20), ('a', -5), ('b', -11), ('a', -8), ('b', -19), ('a', 16), ('b', 7), ('a', -5), ('b', 6), ('a', -4), ('b', 1), ('a', -19), ('b', 6), ('a', -17), ('b', 1), ('a', 3), ('b', -6), ('a', 3), ('b', 1), ('a', -5)] n=25, fixed words = 424690543179
g = [('b', 17), ('a', -4), ('b', 2), ('a', -2), ('b', 11), ('a', -2), ('b', 2), ('a', 5), ('b', -14), ('a', -9), ('b', 6), ('a', 2), ('b', -10), ('a', 9), ('b', -17), ('a', 12), ('b', 8), ('a', 15), ('b', 3), ('a', -8)] n=25, fixed words = 565720736463
g = [('a', -10), ('b', -9), ('a', -7), ('b', -14), ('a', 10), ('b', -14), ('a', 6), ('b', 10), ('a', 15), ('b', -17), ('a', -7), ('b', 1), ('a', 11), ('b', -6), ('a', -16), ('b', 11), ('a', 19), ('b', 10), ('a', 1), ('b', -11)] n=25, fixed words = 526392385506
g = [('a', -20), ('b', -7), ('a', 3), ('b', -15), ('a', -3), ('b', 18), ('a', 17), ('b', -16), ('a', -2), ('b', -3), ('a', -2), ('b', -3), ('a', -7), ('b', 3), ('a', -17), ('b', 5), ('a', -10), ('b', 15), ('a', -2), ('b', -13)] n=25, fixed words = 424690543179
g = [('a', -3), ('b', 4), ('a', 8), ('b', 20), ('a', 20), ('b', 4), ('a', -20), ('b', 11), ('a', -13), ('b', -14), ('a', 7), ('b', 1), ('a', 18), ('b', -14), ('a', -3), ('b', 18), ('a', 5), ('b', -14), ('a', -9), ('b', -7)] n=25, fixed words = 576691026462
g = [('b', 19), ('a', 13), ('b', -20), ('a', -7), ('b', -13), ('a', -2), ('b', -2), ('a', -19), ('b', -3), ('a', -14), ('b', -16), ('a', 2), ('b', -11), ('a', -11), ('b', 4), ('a', 9), ('b', 17), ('a', 6), ('b', -11), ('a', 7)] n=25, fixed words = 571585152177
g = [('a', 20), ('b', 2), ('a', -19), ('b', -18), ('a', -8), ('b', -3), ('a', 9), ('b', 7), ('a', -16), ('b', -9), ('a', -11), ('b', 2), ('a', -8), ('b', 6), ('a', -2), ('b', 17), ('a', -20), ('b', -7), ('a', -20), ('b', 17)] n=25, fixed words = 526392385506
g = [('b', 6), ('a', 6), ('b', -13), ('a', 14), ('b', -20), ('a', 5), ('b', -4), ('a', 9), ('b', -7), ('a', -16), ('b', -7), ('a', -9), ('b', -11), ('a', -12), ('b', 13), ('a', 12), ('b', 19), ('a', -20), ('b', -6), ('a', -6)] n=25, fixed words = 530817164406
g = [('a', -4), ('b', 2), ('a', 17), ('b', 2), ('a', -15), ('b', 13), ('a', 14), ('b', 2), ('a', -13), ('b', -1), ('a', -5), ('b', -16), ('a', 10), ('b', -3), ('a', 14), ('b', 12), ('a', -8), ('b', 19), ('a', 4), ('b', 4)] n=25, fixed words = 424690543179
g = [('b', 6), ('a', 17), ('b', -2), ('a', 14), ('b', 2), ('a', -6), ('b', -13), ('a', -2), ('b', 2), ('a', 13), ('b', -14), ('a', 5), ('b', 11), ('a', -18), ('b', 11), ('a', 9), ('b', 16), ('a', -3), ('b', -8), ('a', 3)] n=25, fixed words = 424690543179
g = [('a', -1), ('b', 17), ('a', -11), ('b', -11), ('a', -14), ('b', -6), ('a', -4), ('b', -1), ('a', -8), ('b', 3), ('a', -15), ('b', 18), ('a', -11), ('b', -11), ('a', -10), ('b', -2), ('a', 7), ('b', -5), ('a', -10), ('b', 19)] n=25, fixed words = 526392385506
g = [('b', 15), ('a', 3), ('b', -9), ('a', -18), ('b', -2), ('a', -8), ('b', -18), ('a', 1), ('b', -8), ('a', -3), ('b', 14), ('a', 4), ('b', -11), ('a', 12), ('b', -8), ('a', 14), ('b', -17), ('a', 13), ('b', 11), ('a', 7)] n=25, fixed words = 536886503397
g = [('a', -19), ('b', 2), ('a', -20), ('b', 11), ('a', 20), ('b', 8), ('a', 11), ('b', -2), ('a', 3), ('b', 4), ('a', 9), ('b', -9), ('a', 20), ('b', 9), ('a', -19), ('b', 7), ('a', -16), ('b', 17), ('a', -10), ('b', 9)] n=25, fixed words = 526392385506
g = [('b', -9), ('a', -13), ('b', 6), ('a', 14), ('b', 2), ('a', -3), ('b', -3), ('a', 7), ('b', -8), ('a', -15), ('b', 20), ('a', -19), ('b', 6), ('a', -16), ('b', -20), ('a', -9), ('b', 5), ('a', -16), ('b', 3), ('a', -3)] n=25, fixed words = 424690543179
g = [('a', 11), ('b', -8), ('a', -15), ('b', 6), ('a', -15), ('b', -10), ('a', 17), ('b', -8), ('a', 11), ('b', 2), ('a', 13), ('b', 7), ('a', -7), ('b', 16), ('a', 20), ('b', -16), ('a', -15), ('b', 15), ('a', -18), ('b', -16)] n=25, fixed words = 526392385506
g = [('b', 17), ('a', 18), ('b', -14), ('a', -16), ('b', -7), ('a', -17), ('b', -12), ('a', -18), ('b', 2), ('a', 12), ('b', 9), ('a', 6), ('b', -14), ('a', -1), ('b', 7), ('a', -3), ('b', -2), ('a', -9), ('b', -7), ('a', -9)] n=25, fixed words = 538318915983
g = [('b', -7), ('a', -19), ('b', -13), ('a', -12), ('b', 19), ('a', -8), ('b', 9), ('a', -20), ('b', 11), ('a', 6), ('b', -13), ('a', 10), ('b', 4), ('a', -5), ('b', 19), ('a', -16), ('b', -18), ('a', 1), ('b', -13), ('a', -16)] n=25, fixed words = 424690543179
g = [('b', -10), ('a', 4), ('b', 12), ('a', 4), ('b', -8), ('a', 20), ('b', 9), ('a', -2), ('b', -19), ('a', 7), ('b', 9), ('a', 8), ('b', -6), ('a', 15), ('b', 10), ('a', 15), ('b', -11), ('a', -2), ('b', -4), ('a', 4)] n=25, fixed words = 564201784773
g = [('a', 1), ('b', 13), ('a', 8), ('b', 5), ('a', -1), ('b', -7), ('a', -6), ('b', 15), ('a', -8), ('b', -16), ('a', 12), ('b', 4), ('a', -8), ('b', 4), ('a', -17), ('b', 14), ('a', 2), ('b', 18), ('a', -17), ('b', -6)] n=25, fixed words = 424690543179
g = [('a', 18), ('b', 4), ('a', 6), ('b', -10), ('a', 7), ('b', -11), ('a', -6), ('b', 11), ('a', -11), ('b', 10), ('a', 14), ('b', 6), ('a', 20), ('b', 3), ('a', -14), ('b', -6), ('a', 2), ('b', -7), ('a', 3), ('b', -3)] n=25, fixed words = 660340534680
g = [('a', -1), ('b', -15), ('a', 7), ('b', -10), ('a', 15), ('b', 2), ('a', -4), ('b', -7), ('a', 11), ('b', -12), ('a', 20), ('b', 7), ('a', 13), ('b', 16), ('a', 12), ('b', 10), ('a', 12), ('b', 9), ('a', 15), ('b', -20)] n=25, fixed words = 424690543179
g = [('b', 18), ('a', 11), ('b', -11), ('a', 18), ('b', -19), ('a', 4), ('b', -11), ('a', 19), ('b', -3), ('a', 16), ('b', 16), ('a', -5), ('b', 1), ('a', -14), ('b', -9), ('a', 5), ('b', 2), ('a', 6), ('b', -13), ('a', -15)] n=25, fixed words = 576635925321
g = [('a', -7), ('b', 12), ('a', 18), ('b', -15), ('a', 3), ('b', -3), ('a', 2), ('b', 2), ('a', -11), ('b', -12), ('a', 7), ('b', 7), ('a', -8), ('b', -4), ('a', 1), ('b', -6), ('a', 12), ('b', 20), ('a', 6), ('b', 12)] n=25, fixed words = 424690543179
g = [('b', -20), ('a', -7), ('b', -4), ('a', -2), ('b', 18), ('a', 17), ('b', -14), ('a', 7), ('b', -4), ('a', 15), ('b', 16), ('a', 12), ('b', 18), ('a', -3), ('b', -15), ('a', -1), ('b', 14), ('a', 14), ('b', 13), ('a', -16)] n=25, fixed words = 564804389943
g = [('b', 8), ('a', -4), ('b', -17), ('a', -5), ('b', 13), ('a', 20), ('b', 18), ('a', -14), ('b', -5), ('a', 10), ('b', -15), ('a', -12), ('b', -16), ('a', 14), ('b', 10), ('a', 12), ('b', 17), ('a', -2), ('b', 8), ('a', -4)] n=25, fixed words = 663854703723
g = [('a', 14), ('b', 12), ('a', 18), ('b', 8), ('a', -13), ('b', -6), ('a', -5), ('b', -19), ('a', 14), ('b', 18), ('a', -11), ('b', 9), ('a', 10), ('b', 18), ('a', -11), ('b', 9), ('a', 15), ('b', -2), ('a', 16), ('b', -1)] n=25, fixed words = 424690543179
g = [('a', 6), ('b', -1), ('a', 12), ('b', -7), ('a', -14), ('b', 1), ('a', -15), ('b', -13), ('a', 11), ('b', 15), ('a', 19), ('b', 15), ('a', -1), ('b', 4), ('a', -12), ('b', 13), ('a', -4), ('b', -18), ('a', -7), ('b', -9)] n=25, fixed words = 593776779471
g = [('b', 10), ('a', -2), ('b', 11), ('a', 12), ('b', -20), ('a', -20), ('b', -11), ('a', 20), ('b', -16), ('a', 17), ('b', -9), ('a', -2), ('b', -20), ('a', -15), ('b', 8), ('a', 9), ('b', -3), ('a', 8), ('b', -3), ('a', 18)] n=25, fixed words = 567073155798
g = [('b', 20), ('a', 9), ('b', -6), ('a', -2), ('b', -3), ('a', 20), ('b', -15), ('a', -3), ('b', -12), ('a', 15), ('b', 12), ('a', -1), ('b', 9), ('a', -18), ('b', -16), ('a', -11), ('b', 6), ('a', -14), ('b', -7), ('a', 17)] n=25, fixed words = 645556846005
g = [('b', -16), ('a', -7), ('b', -8), ('a', -1), ('b', 4), ('a', 9), ('b', -12), ('a', -13), ('b', -11), ('a', -14), ('b', 15), ('a', -16), ('b', -10), ('a', -12), ('b', -9), ('a', -17), ('b', -5), ('a', -1), ('b', -7), ('a', -20)] n=25, fixed words = 424690543179
g = [('a', -6), ('b', -18), ('a', 9), ('b', -5), ('a', 10), ('b', -14), ('a', -13), ('b', -6), ('a', -9), ('b', 6), ('a', -12), ('b', -12), ('a', -15), ('b', -16), ('a', -18), ('b', -5), ('a', 3), ('b', -11), ('a', -9), ('b', -12)] n=25, fixed words = 658004458068
g = [('b', -15), ('a', 8), ('b', -18), ('a', -4), ('b', 11), ('a', 20), ('b', -12), ('a', 20), ('b', -14), ('a', -8), ('b', 7), ('a', -11), ('b', -6), ('a', -1), ('b', 19), ('a', 1), ('b', -19), ('a', 8), ('b', -12), ('a', 15)] n=25, fixed words = 526392385506
g = [('b', 18), ('a', -9), ('b', 2), ('a', 6), ('b', 16), ('a', -9), ('b', -19), ('a', 18), ('b', 3), ('a', -14), ('b', -2), ('a', -14), ('b', 19), ('a', -18), ('b', -16), ('a', 15), ('b', 17), ('a', 14), ('b', -4), ('a', 4)] n=25, fixed words = 424690543179
g = [('a', -5), ('b', 14), ('a', 16), ('b', -9), ('a', -3), ('b', -6), ('a', 1), ('b', -6), ('a', 16), ('b', 17), ('a', -19), ('b', -8), ('a', 17), ('b', 19), ('a', 5), ('b', -5), ('a', 2), ('b', 2), ('a', 9), ('b', -1)] n=25, fixed words = 526392385506
g = [('a', -10), ('b', -20), ('a', 14), ('b', -12), ('a', -20), ('b', 10), ('a', 5), ('b', 17), ('a', 14), ('b', -3), ('a', -6), ('b', 9), ('a', 14), ('b', 11), ('a', 14), ('b', 3), ('a', -20), ('b', -1), ('a', 20), ('b', 14)] n=25, fixed words = 424690543179
g = [('b', 14), ('a', -9), ('b', 7), ('a', 12), ('b', -5), ('a', -3), ('b', -19), ('a', -4), ('b', 7), ('a', -20), ('b', 18), ('a', -19), ('b', -19), ('a', 10), ('b', -18), ('a', 12), ('b', -3), ('a', -9), ('b', 7), ('a', 3)] n=25, fixed words = 589495437288
g = [('a', -8), ('b', 10), ('a', -18), ('b', -20), ('a', 13), ('b', -10), ('a', -12), ('b', -8), ('a', 14), ('b', -16), ('a', -15), ('b', -12), ('a', 12), ('b', -18), ('a', 17), ('b', -19), ('a', -3), ('b', -3), ('a', -18), ('b', 18)] n=25, fixed words = 703706027211
g = [('b', 15), ('a', -4), ('b', -1), ('a', 13), ('b', -9), ('a', 4), ('b', 18), ('a', -1), ('b', -2), ('a', -5), ('b', -16), ('a', 12), ('b', -8), ('a', 10), ('b', -17), ('a', 18), ('b', 20), ('a', 20), ('b', 6), ('a', 19)] n=25, fixed words = 532374874596
g = [('a', -4), ('b', 10), ('a', -2), ('b', 12), ('a', -6), ('b', -15), ('a', -1), ('b', 16), ('a', -19), ('b', 5), ('a', 3), ('b', 12), ('a', -9), ('b', 12), ('a', -11), ('b', -15), ('a', 4), ('b', 17), ('a', -1), ('b', -17)] n=25, fixed words = 424690543179
g = [('a', -10), ('b', -18), ('a', 19), ('b', 1), ('a', 2), ('b', -6), ('a', 11), ('b', -17), ('a', 17), ('b', 20), ('a', 17), ('b', 1), ('a', -17), ('b', -6), ('a', -6), ('b', 19), ('a', 10), ('b', -5), ('a', -19), ('b', -11)] n=25, fixed words = 526392385506
g = [('b', 20), ('a', -11), ('b', -16), ('a', -8), ('b', -4), ('a', -10), ('b', -18), ('a', 18), ('b', -20), ('a', 10), ('b', -11), ('a', 14), ('b', -9), ('a', -2), ('b', -3), ('a', -2), ('b', -1), ('a', 17), ('b', 5), ('a', 12)] n=25, fixed words = 526392385506
g = [('b', 15), ('a', -5), ('b', 17), ('a', -7), ('b', -12), ('a', -3), ('b', 19), ('a', -19), ('b', 8), ('a', -6), ('b', -7), ('a', 16), ('b', 6), ('a', -5), ('b', 3), ('a', -15), ('b', -3), ('a', -2), ('b', 7), ('a', -6)] n=25, fixed words = 424690543179
g = [('b', -10), ('a', 7), ('b', 16), ('a', -13), ('b', -1), ('a', -19), ('b', 5), ('a', -2), ('b', -3), ('a', -8), ('b', -10), ('a', -7), ('b', -13), ('a', 14), ('b', 3), ('a', 9), ('b', 13), ('a', 16), ('b', 20), ('a', -9)] n=25, fixed words = 535289612373
g = [('b', 9), ('a', 7), ('b', 5), ('a', 14), ('b', -10), ('a', -10), ('b', 18), ('a', -3), ('b', -13), ('a', -13), ('b', 9), ('a', -4), ('b', -20), ('a', 4), ('b', -6), ('a', 3), ('b', -17), ('a', -19), ('b', 1), ('a', -2)] n=25, fixed words = 535339123623
g = [('a', 4), ('b', -11), ('a', 10), ('b', -12), ('a', -4), ('b', -16), ('a', -20), ('b', -9), ('a', 4), ('b', -7), ('a', 20), ('b', 18), ('a', 17), ('b', -13), ('a', -19), ('b', 12), ('a', 11), ('b', -17), ('a', -2), ('b', -3)] n=25, fixed words = 526392385506
g = [('a', 6), ('b', -19), ('a', 19), ('b', -7), ('a', 6), ('b', 6), ('a', -20), ('b', 8), ('a', 8), ('b', -7), ('a', -12), ('b', -18), ('a', 11), ('b', -10), ('a', 3), ('b', 14), ('a', -3), ('b', 14), ('a', -4), ('b', -11)] n=25, fixed words = 526392385506
g = [('a', 14), ('b', 4), ('a', 11), ('b', -19), ('a', 6), ('b', -20), ('a', 7), ('b', 1), ('a', -6), ('b', -13), ('a', -10), ('b', -7), ('a', -7), ('b', -7), ('a', 12), ('b', -10), ('a', -10), ('b', 7), ('a', -6), ('b', -7)] n=25, fixed words = 424690543179
g = [('a', 15), ('b', -7), ('a', -2), ('b', 3), ('a', 11), ('b', -9), ('a', -8), ('b', 6), ('a', 19), ('b', 9), ('a', 16), ('b', 2), ('a', 12), ('b', -20), ('a', -9), ('b', -17), ('a', 18), ('b', 15), ('a', -17), ('b', 13)] n=25, fixed words = 424690543179
g = [('b', 14), ('a', 18), ('b', 16), ('a', 9), ('b', 20), ('a', -19), ('b', 4), ('a', -5), ('b', -12), ('a', -1), ('b', -2), ('a', -20), ('b', 18), ('a', -2), ('b', -16), ('a', 13), ('b', -15), ('a', -8), ('b', 9), ('a', -20)] n=25, fixed words = 571081492233
g = [('b', -1), ('a', 18), ('b', 5), ('a', -6), ('b', -9), ('a', -3), ('b', 10), ('a', -15), ('b', -15), ('a', 15), ('b', 6), ('a', 16), ('b', -6), ('a', 7), ('b', 7), ('a', 13), ('b', -4), ('a', 13), ('b', 6), ('a', -13)] n=25, fixed words = 572278852539
g = [('b', -15), ('a', -17), ('b', 20), ('a', -6), ('b', 19), ('a', 11), ('b', 6), ('a', -4), ('b', -3), ('a', 10), ('b', 3), ('a', -5), ('b', -5), ('a', 15), ('b', -9), ('a', -1), ('b', -19), ('a', 4), ('b', 9), ('a', 20)] n=25, fixed words = 715270089654
g = [('b', 18), ('a', 5), ('b', 6), ('a', 7), ('b', 16), ('a', 5), ('b', 4), ('a', 12), ('b', -20), ('a', 4), ('b', 14), ('a', 6), ('b', -13), ('a', -7), ('b', -15), ('a', -10), ('b', -1), ('a', 17), ('b', 18), ('a', 8)] n=25, fixed words = 587925771660
g = [('b', 17), ('a', -4), ('b', 13), ('a', -14), ('b', -12), ('a', -5), ('b', 7), ('a', 13), ('b', 18), ('a', 16), ('b', 19), ('a', -3), ('b', -11), ('a', 18), ('b', -3), ('a', 19), ('b', 16), ('a', 18), ('b', 13), ('a', -12)] n=25, fixed words = 424690543179
g = [('b', -16), ('a', -14), ('b', -17), ('a', -11), ('b', -15), ('a', 13), ('b', 9), ('a', 20), ('b', 18), ('a', 14), ('b', 4), ('a', 2), ('b', 5), ('a', -17), ('b', -15), ('a', 16), ('b', 3), ('a', 1), ('b', -15), ('a', -17)] n=25, fixed words = 526392385506
g = [('b', 4), ('a', 8), ('b', -20), ('a', -10), ('b', 5), ('a', -13), ('b', -3), ('a', 8), ('b', -3), ('a', 14), ('b', -17), ('a', -17), ('b', 20), ('a', 13), ('b', 6), ('a', 11), ('b', -20), ('a', 13), ('b', 2), ('a', 6)] n=25, fixed words = 536829898005
g = [('a', -3), ('b', 2), ('a', 7), ('b', 11), ('a', 15), ('b', -7), ('a', 17), ('b', -14), ('a', -12), ('b', 1), ('a', -5), ('b', -11), ('a', 9), ('b', 2), ('a', 15), ('b', 15), ('a', -14), ('b', -14), ('a', -8), ('b', 12)] n=25, fixed words = 660617080344
g = [('b', 17), ('a', -18), ('b', -19), ('a', 13), ('b', -13), ('a', -6), ('b', 5), ('a', -8), ('b', 2), ('a', -9), ('b', 13), ('a', -16), ('b', -14), ('a', 5), ('b', -16), ('a', -14), ('b', -15), ('a', -4), ('b', -6), ('a', 9)] n=25, fixed words = 535351446882
g = [('b', -13), ('a', -19), ('b', -5), ('a', -12), ('b', -15), ('a', -2), ('b', 3), ('a', -1), ('b', -10), ('a', 2), ('b', -10), ('a', 10), ('b', -8), ('a', 7), ('b', -19), ('a', 7), ('b', 5), ('a', 3), ('b', -20), ('a', 20)] n=25, fixed words = 526392385506
g = [('a', 4), ('b', 7), ('a', 19), ('b', 2), ('a', 1), ('b', -15), ('a', -17), ('b', 3), ('a', 1), ('b', 16), ('a', 14), ('b', -17), ('a', -16), ('b', -5), ('a', -4), ('b', 2), ('a', -15), ('b', 16), ('a', 8), ('b', 2)] n=25, fixed words = 424690543179
g = [('a', 18), ('b', -12), ('a', 7), ('b', 20), ('a', -15), ('b', -9), ('a', -19), ('b', 5), ('a', -1), ('b', 14), ('a', -7), ('b', -14), ('a', 1), ('b', -1), ('a', 17), ('b', 19), ('a', 20), ('b', -13), ('a', -1), ('b', -6)] n=25, fixed words = 526392385506
g = [('b', -14), ('a', 19), ('b', 6), ('a', -5), ('b', 13), ('a', 13), ('b', -12), ('a', 8), ('b', -20), ('a', -20), ('b', -7), ('a', -4), ('b', 1), ('a', 1), ('b', -20), ('a', 3), ('b', -9), ('a', 20), ('b', -16), ('a', -20)] n=25, fixed words = 655565223339
g = [('a', 18), ('b', 3), ('a', -1), ('b', -20), ('a', 11), ('b', 9), ('a', 10), ('b', 19), ('a', -1), ('b', -12), ('a', -2), ('b', 20), ('a', 2), ('b', 7), ('a', 16), ('b', 10), ('a', -12), ('b', 11), ('a', -6), ('b', 18)] n=25, fixed words = 424690543179
g = [('b', -4), ('a', -11), ('b', 14), ('a', 8), ('b', -5), ('a', -19), ('b', -6), ('a', -7), ('b', 16), ('a', 7), ('b', -9), ('a', 12), ('b', 14), ('a', 8), ('b', -12), ('a', -6), ('b', -10), ('a', 15), ('b', 8), ('a', -8)] n=25, fixed words = 526392385506
g = [('b', 12), ('a', 1), ('b', 14), ('a', 19), ('b', -15), ('a', -16), ('b', 7), ('a', 14), ('b', -11), ('a', 15), ('b', 4), ('a', -5), ('b', -20), ('a', 3), ('b', -7), ('a', 10), ('b', -19), ('a', 10), ('b', 4), ('a', 10)] n=25, fixed words = 424690543179
g = [('b', 1), ('a', -13), ('b', 1), ('a', -15), ('b', -18), ('a', 9), ('b', 7), ('a', -2), ('b', -19), ('a', 12), ('b', 16), ('a', -5), ('b', -14), ('a', -19), ('b', 8), ('a', 10), ('b', -3), ('a', 18), ('b', 10), ('a', -14)] n=25, fixed words = 424690543179
g = [('a', 9), ('b', -5), ('a', -4), ('b', -14), ('a', -6), ('b', 12), ('a', 4), ('b', -11), ('a', -14), ('b', 12), ('a', -12), ('b', -6), ('a', 15), ('b', -5), ('a', -10), ('b', -8), ('a', 4), ('b', -14), ('a', -3), ('b', -1)] n=25, fixed words = 424690543179
